timestamp;mid_price;spot_price;tte;m_t;v_t
0;505.5;10503.0;5.0;-0.021947381806104883;0.01125420450778165
100;515.5;10510.0;4.999996666666667;-0.022245347179086095;0.01309229798109527
200;516.5;10513.0;4.999993333333333;-0.022372990201881562;0.012101754476641417
300;521.5;10517.5;4.99999;-0.022564382859428148;0.01247817400485701
400;512.5;10509.5;4.999986666666667;-0.02222409326701479;0.011720864995892272
500;510.5;10506.0;4.999983333333334;-0.02207513917451271;0.01252451856482139
600;506.5;10503.5;4.99998;-0.021968715039538934;0.0116094124894812
700;507.5;10503.0;4.999976666666667;-0.02194743301684167;0.01246583137116431
800;500.5;10497.5;4.999973333333333;-0.02171319053952879;0.011497727014875633
900;498.5;10495.5;4.99997;-0.021627985575424398;0.011460447537604066
1000;503.5;10499.0;4.9999666666666664;-0.02177710353440264;0.012387483009857758
1100;504.5;10501.0;4.9999633333333335;-0.021862294648088105;0.011874618893365323
1200;507.5;10504.5;4.99996;-0.02201133469935417;0.011628028558183132
1300;514.5;10510.0;4.999956666666667;-0.022245436161068027;0.01260271356784699
1400;514.0;10510.0;4.999953333333333;-0.022245443576281387;0.01233416715453927
1500;507.5;10504.5;4.99995;-0.022011356710897982;0.011628040186283217
1600;507.5;10504.5;4.999946666666666;-0.022011364048093927;0.01162804406239161
1700;502.5;10499.0;4.999943333333333;-0.021777154348160823;0.011836686817268854
1800;501.5;10497.5;4.99994;-0.021713262917578493;0.012093237845559768
1900;496.5;10493.5;4.999936666666667;-0.021542828944125948;0.011423176014689035
2000;496.5;10493.0;4.999933333333333;-0.021521526398575515;0.011722668127324594
2100;491.5;10488.5;4.99993;-0.021329700262411953;0.011329793523245828
2200;489.5;10485.5;4.999926666666667;-0.021201772726238247;0.011860914775895709
2300;494.5;10491.5;4.999923333333333;-0.021457612583633708;0.011385855072545612
2400;489.5;10486.0;4.99992;-0.021223111857915287;0.011589335855437637
2500;483.5;10480.5;4.999916666666667;-0.020988487942087998;0.011180036778507655
2600;479.5;10475.0;4.999913333333334;-0.020753740706862336;0.011914928414012134
2700;469.5;10464.5;4.99991;-0.02030523783158184;0.01194606732927923
2800;477.5;10472.5;4.999906666666667;-0.020647007252890547;0.012106958558466094
2900;476.5;10473.0;4.999903333333333;-0.020668365638960996;0.011340800497301871
3000;482.5;10478.5;4.9999;-0.020903171891736173;0.011724938116817612
3100;478.5;10473.5;4.999896666666666;-0.02068972991665318;0.012127046198602328
3200;483.5;10479.0;4.9998933333333335;-0.020924525126817733;0.011994019557845376
3300;482.5;10479.5;4.99989;-0.020945870390096495;0.011161314695388
3400;483.5;10480.0;4.999886666666667;-0.020967214649535274;0.01147480481147113
3500;492.5;10489.0;4.999883333333333;-0.021351118778823612;0.011646569104730133
3600;487.5;10484.0;4.99988;-0.02113789032142147;0.011551220277195852
3700;486.5;10483.0;4.999876666666666;-0.021095238035123188;0.0115321326825358
3800;486.5;10483.5;4.999873333333333;-0.021116575249022097;0.011236300381676757
3900;487.5;10482.0;4.99987;-0.021052588668522686;0.012528104193112313
4000;479.5;10475.5;4.999866666666667;-0.020775184046181304;0.011666578511889156
4100;475.5;10472.5;4.999863333333334;-0.02064709672550704;0.011029889735574443
4200;470.5;10466.5;4.99986;-0.020390804910593228;0.01149099142425598
4300;470.5;10464.5;4.999856666666667;-0.020305346128999337;0.01238732371062667
4400;463.5;10458.5;4.999853333333333;-0.020048858035320204;0.011825134861686026
4500;461.5;10458.0;4.99985;-0.020027483497716415;0.01105256113983046
4600;456.5;10451.5;4.9998466666666666;-0.019749441149361675;0.011683608029852622
4700;462.5;10457.5;4.999843333333334;-0.02000611459250805;0.011804951814178823
4800;467.5;10464.0;4.99984;-0.020284010989753576;0.011168088805221712
4900;468.5;10464.5;4.999836666666667;-0.020305386740977642;0.011451915011765547
5000;467.5;10462.5;4.999833333333333;-0.020219911395532836;0.011905857508715482
5100;456.5;10453.0;4.99983;-0.019813654677888405;0.010956116091914509
