timestamp;mid_price;spot_price;tte;m_t;v_t
0;1003.5;10503.0;5.0;-0.04488644041419918;0.01704225115689041
100;1010.5;10510.0;4.999996666666667;-0.04518441343353703;0.017142801052555112
200;1013.5;10513.0;4.999993333333333;-0.04531206410269688;0.01718585722835997
300;1018.0;10517.5;4.99999;-0.045503464406615415;0.017250393913368498
400;1010.0;10509.5;4.999986666666667;-0.045163182460581756;0.017135640788278575
500;1006.5;10506.0;4.999983333333334;-0.045014236014466955;0.01708538599657003
600;1004.5;10503.5;4.99998;-0.044907819525888064;0.018425635969315415
700;1003.5;10503.0;4.999976666666667;-0.044886545149593386;0.01704229092214518
800;997.5;10497.5;4.999973333333333;-0.04465231031869072;0.010000000000000002
900;995.5;10495.5;4.99997;-0.04456711300100423;0.010000000000000002
1000;999.5;10499.0;4.9999666666666664;-0.04471623860640795;0.01698479518178829
1100;1001.5;10501.0;4.9999633333333335;-0.04480143736652657;0.017013562600095615
1200;1005.5;10504.5;4.99996;-0.0449504850642334;0.018440962971017136
1300;1010.5;10510.0;4.999956666666667;-0.045184594172395696;0.01714286962429923
1400;1010.0;10510.0;4.999953333333333;-0.04518460923406516;0.010000000000000002
1500;1004.5;10504.5;4.99995;-0.0449505300151455;0.010000000000000002
1600;1005.0;10504.5;4.999946666666666;-0.04495054499881284;0.0170638983507979
1700;999.5;10499.0;4.999943333333333;-0.04471634294535881;0.0169848348137839
1800;997.5;10497.5;4.99994;-0.044652459161263154;0.010000000000000002
1900;993.5;10493.5;4.999936666666667;-0.04448203283430494;0.010000000000000002
2000;993.5;10493.0;4.999933333333333;-0.044460737935256456;0.016898501841724284
2100;988.5;10488.5;4.99993;-0.04426891944560253;0.010000000000000002
2200;985.5;10485.5;4.999926666666667;-0.044140999555946095;0.010000000000000002
2300;991.5;10491.5;4.999923333333333;-0.0443968470598665;0.010000000000000002
2400;986.5;10486.0;4.99992;-0.04416235398068062;0.016797660004945102
